,CreditScore,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,bin_age,Geography_France,Geography_Germany,Geography_Spain,gender_0,gender_1
5055,739,1,0.0,2,1,1,58469.75,0,4,0,0,1,0,1
5056,767,2,139542.82,1,0,1,28038.28,0,5,0,1,0,0,1
5057,753,3,111512.75,3,1,0,159576.75,1,3,0,1,0,1,0
5058,714,9,148466.93,2,0,1,151280.96,0,4,1,0,0,0,1
5059,707,4,0.0,2,1,0,139953.94,0,4,1,0,0,0,1
5060,577,4,108155.49,1,1,0,105407.79,0,2,1,0,0,1,0
5061,633,1,0.0,2,1,0,56865.62,0,8,1,0,0,1,0
5062,849,10,84622.13,1,1,1,198072.16,0,8,0,1,0,0,1
5063,614,7,146997.64,2,0,0,137791.18,0,6,0,0,1,1,0
5064,558,9,0.0,2,1,0,103787.28,0,5,1,0,0,1,0
5065,832,10,98590.25,1,1,0,30912.89,0,3,1,0,0,1,0
5066,567,2,0.0,2,1,1,78651.55,0,1,1,0,0,1,0
5067,587,8,134980.74,1,1,1,123309.57,1,9,0,1,0,1,0
5069,655,9,0.0,2,0,1,85736.26,0,3,0,0,1,1,0
5070,641,6,0.0,2,0,0,121138.77,0,6,1,0,0,1,0
5071,676,5,106836.67,2,1,0,84199.78,0,4,1,0,0,0,1
5072,472,8,102490.27,1,0,1,181224.56,0,3,1,0,0,0,1
5073,644,9,112746.54,2,0,0,141230.07,0,6,0,1,0,0,1
5074,598,0,125487.89,1,0,0,158111.71,0,8,1,0,0,0,1
5075,792,8,142862.21,1,1,1,130639.01,0,5,0,0,1,0,1
5076,700,7,0.0,2,1,0,17040.82,0,4,1,0,0,1,0
5077,616,10,0.0,2,1,0,25662.27,0,5,1,0,0,0,1
5078,743,6,79388.33,1,1,1,193360.69,0,5,0,0,1,0,1
5079,427,5,0.0,2,1,1,121485.1,0,2,1,0,0,0,1
5080,731,10,0.0,2,1,1,162452.65,0,6,1,0,0,0,1
5081,610,6,107784.65,1,1,1,141137.53,0,3,1,0,0,1,0
5082,724,4,142880.28,3,0,0,185541.2,1,8,0,0,1,1,0
5083,653,9,149571.94,1,1,0,118383.18,0,7,0,0,1,1,0
5084,774,1,142767.39,1,1,1,8214.41,0,4,1,0,0,0,1
5085,547,8,121537.71,2,1,0,46521.45,1,5,0,1,0,0,1
5086,719,2,0.0,2,0,0,10772.13,0,6,0,0,1,0,1
5087,740,9,0.0,1,1,0,199290.68,1,5,0,0,1,0,1
5088,543,4,89838.71,3,1,0,85983.54,1,7,1,0,0,0,1
5089,688,9,103399.87,1,0,0,129870.93,0,6,0,1,0,0,1
5090,474,9,0.0,2,0,0,63158.22,0,5,1,0,0,1,0
5091,505,5,136855.94,2,1,0,171070.52,0,5,0,1,0,0,1
5092,688,0,0.0,2,1,0,53222.15,1,5,1,0,0,1,0
5093,650,2,140891.46,3,1,1,179834.45,1,4,0,1,0,1,0
5094,610,0,0.0,1,1,0,114514.64,0,2,1,0,0,0,1
5095,705,5,89364.91,1,0,1,139162.15,0,5,0,0,1,1,0
5096,669,7,146011.4,1,0,0,50249.16,0,2,1,0,0,1,0
5097,650,8,0.0,2,1,1,113469.65,0,5,0,0,1,0,1
5098,550,9,145294.08,2,1,0,147484.13,0,4,0,1,0,0,1
5099,595,9,106000.12,1,0,0,191448.96,1,4,0,1,0,1,0
5100,572,5,0.0,2,1,0,119381.41,0,6,0,0,1,1,0
5101,622,2,0.0,2,1,1,33277.31,0,9,0,0,1,1,0
5102,662,9,104508.77,2,0,0,73107.53,0,2,0,0,1,0,1
5103,783,3,127539.3,1,1,1,96590.39,1,3,0,1,0,1,0
5104,714,7,0.0,1,0,1,6923.11,0,6,0,0,1,0,1
5105,671,3,96891.46,1,1,0,176403.33,1,3,0,1,0,0,1
5106,600,1,78535.25,1,1,0,64349.6,0,7,1,0,0,1,0
5107,847,9,112712.17,1,1,0,116097.26,0,3,0,0,1,1,0
5108,650,9,119618.42,1,1,1,29861.13,0,4,0,0,1,0,1
5109,710,6,0.0,1,1,0,48426.98,0,2,0,0,1,1,0
5110,682,8,74963.5,1,1,1,32770.56,0,5,1,0,0,1,0
5111,642,1,138023.79,2,0,1,117060.2,0,8,1,0,0,0,1
5112,536,4,0.0,1,1,1,136197.65,0,9,0,0,1,1,0
5113,754,1,185513.67,1,1,0,27438.83,0,4,1,0,0,1,0
5114,678,8,185648.56,1,0,0,192156.54,1,8,1,0,0,0,1
5115,533,1,102286.6,3,1,0,69409.37,1,6,0,1,0,1,0
5116,741,4,128015.83,1,1,0,58440.43,0,8,0,1,0,0,1
5117,757,10,39539.39,2,0,0,192519.39,0,7,1,0,0,0,1
5118,721,3,0.0,1,1,1,144874.67,0,7,1,0,0,0,1
5119,700,3,77608.46,2,1,1,175373.46,0,2,1,0,0,0,1
5120,663,5,141462.13,1,1,0,440.2,0,4,1,0,0,0,1
5121,677,0,0.0,2,0,0,76637.38,0,4,0,0,1,1,0
5122,655,2,131691.33,1,1,0,49480.66,0,4,1,0,0,0,1
5123,832,8,93833.86,1,0,1,10417.87,0,6,0,0,1,0,1
5124,721,7,137933.39,1,1,1,67976.57,0,4,0,0,1,1,0
5125,542,8,105770.14,1,0,1,140929.98,1,9,0,0,1,0,1
5126,654,5,0.0,2,0,1,47139.06,0,6,0,0,1,1,0
5127,821,8,0.0,2,0,1,126241.4,1,2,0,0,1,1,0
5128,508,3,166328.65,2,0,1,22614.19,0,4,1,0,0,1,0
5129,588,2,164307.77,1,1,0,48498.19,0,4,0,1,0,1,0
5130,691,9,163965.69,2,0,1,103511.26,0,3,0,1,0,0,1
5131,664,7,125608.72,1,1,0,122073.48,0,7,1,0,0,0,1
5133,479,6,118433.94,1,0,1,160060.9,0,5,0,0,1,0,1
5134,850,10,98488.08,1,1,0,155879.57,1,6,1,0,0,1,0
5135,518,4,0.0,2,0,1,194416.58,0,4,1,0,0,0,1
5137,698,6,144237.91,4,1,0,157143.61,1,5,1,0,0,1,0
5138,850,6,0.0,1,0,1,52796.31,0,8,1,0,0,0,1
5139,700,4,0.0,1,1,0,121798.52,1,4,0,0,1,0,1
5140,626,4,105767.28,2,0,0,41104.82,0,5,1,0,0,1,0
5141,774,9,0.0,2,1,0,10604.48,0,6,0,0,1,0,1
5142,719,5,0.0,2,0,0,78563.66,0,6,0,0,1,1,0
5143,646,2,0.0,1,1,1,170821.43,1,8,0,0,1,0,1
5144,485,3,134467.26,1,1,1,113266.09,0,6,1,0,0,1,0
5145,784,1,138515.02,1,1,1,171768.76,0,4,0,1,0,0,1
5146,850,2,128647.98,2,0,0,54416.18,0,5,0,1,0,0,1
5147,669,9,121858.98,1,1,0,130755.34,0,3,1,0,0,1,0
5149,721,1,120108.56,1,0,1,183421.76,0,5,1,0,0,1,0
5150,515,0,196853.62,1,1,1,132770.11,0,5,1,0,0,1,0
5151,774,3,121418.62,1,1,1,24400.37,0,3,1,0,0,1,0
5152,585,10,0.0,2,1,1,180318.6,0,2,0,0,1,0,1
5153,695,9,0.0,2,1,0,111565.45,0,5,1,0,0,1,0
5154,729,4,97495.8,2,0,0,2002.5,0,4,0,1,0,1,0
5155,713,3,0.0,2,0,0,82565.01,0,5,1,0,0,1,0
5156,555,5,127343.4,1,0,1,121789.3,0,3,0,0,1,0,1
5157,699,0,158633.61,1,1,0,193785.87,0,3,0,0,1,1,0
5158,587,9,0.0,1,1,0,64593.07,0,5,1,0,0,0,1
5160,510,6,0.0,2,1,1,175518.31,0,2,1,0,0,0,1
5161,842,9,0.0,1,0,0,17268.02,0,8,0,0,1,0,1
5162,608,7,79962.92,2,1,0,60901.72,0,4,1,0,0,0,1
5163,850,10,0.0,2,1,1,100750.03,0,5,1,0,0,1,0
5164,642,4,0.0,2,1,1,195224.91,0,3,1,0,0,0,1
5165,850,7,140956.99,1,0,0,3510.18,0,6,1,0,0,0,1
5166,455,6,0.0,1,1,1,81250.79,0,4,0,0,1,1,0
5167,726,7,0.0,2,1,1,91844.14,1,6,1,0,0,0,1
5168,544,8,145241.63,1,1,1,80676.83,0,7,0,0,1,0,1
5169,651,7,138008.06,2,1,0,129912.74,0,6,0,1,0,0,1
5170,814,4,0.0,2,1,1,142029.17,0,5,1,0,0,1,0
5171,537,2,0.0,2,1,1,137651.6,0,6,1,0,0,0,1
5172,553,2,0.0,2,1,0,33877.29,0,4,1,0,0,0,1
5173,800,9,0.0,1,1,0,78744.39,0,3,0,0,1,0,1
5174,791,7,0.0,2,1,0,96734.46,0,7,1,0,0,0,1
5175,699,9,127570.93,2,1,0,164756.81,0,5,0,0,1,1,0
5176,756,6,0.0,1,1,1,164394.65,0,2,1,0,0,1,0
5177,591,5,107812.67,1,0,1,162501.83,1,5,0,0,1,1,0
5178,850,7,91560.58,2,0,0,10541.38,0,7,0,1,0,0,1
5179,760,6,121303.77,2,1,1,59325.21,0,5,0,1,0,0,1
5180,569,8,161546.68,2,0,1,178187.28,0,8,0,0,1,0,1
5181,661,5,128415.45,1,1,0,142626.49,0,3,0,0,1,1,0
5182,670,2,57530.06,1,1,1,181893.31,1,3,1,0,0,1,0
5183,694,1,0.0,2,0,1,156858.2,0,5,1,0,0,0,1
5184,728,4,142243.54,2,1,0,33074.51,0,7,1,0,0,1,0
5185,764,9,138341.51,1,1,0,50072.94,1,6,0,1,0,1,0
5186,639,9,0.0,2,1,0,111340.36,0,5,1,0,0,0,1
5187,683,2,0.0,2,0,1,100496.84,1,3,1,0,0,1,0
5188,663,4,0.0,3,1,0,101371.05,0,7,0,0,1,0,1
5189,826,5,146466.46,2,0,0,180934.67,0,4,0,0,1,0,1
5190,735,5,0.0,2,1,0,105152.17,0,4,0,0,1,0,1
5191,682,1,0.0,1,1,1,706.5,0,9,1,0,0,1,0
5192,663,8,0.0,2,1,1,101168.9,0,3,1,0,0,1,0
5193,562,9,120307.58,1,1,1,6795.61,0,5,0,0,1,1,0
5194,696,4,87637.26,2,0,0,196111.35,0,4,1,0,0,0,1
5195,850,2,94652.04,1,1,1,171960.76,0,4,0,0,1,0,1
5196,719,7,114415.84,1,1,1,177497.4,0,6,1,0,0,1,0
5198,604,1,84315.02,1,0,0,36209.1,0,5,1,0,0,0,1
5199,782,3,0.0,2,1,0,143614.01,0,5,0,0,1,1,0
5200,512,9,93955.83,2,1,0,14828.54,0,4,0,1,0,0,1
5201,569,1,67087.69,1,1,0,154775.7,0,7,1,0,0,0,1
5202,597,6,101528.61,1,1,0,70529.0,1,2,0,1,0,1,0
5203,753,1,110824.52,1,1,1,57896.27,0,2,0,1,0,0,1
5204,430,8,0.0,1,1,1,69759.91,0,8,1,0,0,1,0
5205,756,8,179960.2,1,1,0,89938.08,0,5,1,0,0,0,1
5206,493,3,134006.77,1,1,0,89578.32,0,4,1,0,0,0,1
5207,777,10,121532.17,2,1,1,73464.88,0,4,0,1,0,1,0
5208,779,7,0.0,2,1,1,138542.87,0,4,0,0,1,1,0
5209,702,2,0.0,1,1,1,161888.63,0,3,0,0,1,1,0
5210,551,7,129717.3,2,0,0,86937.2,0,4,1,0,0,0,1
5211,749,4,94762.16,2,1,1,42241.54,0,10,0,1,0,0,1
5212,742,5,155196.17,1,0,1,121207.66,1,6,0,1,0,0,1
5213,752,4,129514.99,1,1,1,102930.46,0,3,0,1,0,0,1
5214,740,3,113386.36,2,1,1,65121.63,1,6,0,1,0,1,0
5215,576,3,0.0,1,0,1,78498.04,1,3,1,0,0,0,1
5216,637,3,172196.23,1,1,1,104769.96,0,4,0,0,1,0,1
5217,724,5,97612.12,1,1,1,96498.14,0,5,1,0,0,0,1
5218,685,4,104719.94,2,1,0,38691.34,0,3,1,0,0,0,1
5219,625,7,0.0,1,1,0,164804.02,0,7,1,0,0,1,0
5220,571,9,139592.98,3,1,0,104152.65,1,6,0,1,0,0,1
5221,584,4,0.0,2,1,0,88866.92,0,7,0,0,1,1,0
5222,550,7,139096.85,1,1,0,129890.94,0,4,1,0,0,1,0
5224,803,3,0.0,1,1,0,72051.44,0,6,0,0,1,0,1
5226,481,1,111233.09,1,1,1,123995.15,0,5,0,0,1,0,1
5227,701,3,0.0,2,1,0,38960.59,0,6,1,0,0,0,1
5228,751,10,147737.63,1,0,1,94951.27,0,4,1,0,0,0,1
5229,675,8,0.0,2,1,1,56642.97,0,4,1,0,0,0,1
5230,733,5,125725.02,2,1,1,50783.1,0,5,0,1,0,0,1
5231,822,6,128289.7,3,1,0,9149.96,1,6,1,0,0,0,1
5232,559,5,0.0,1,1,0,21006.1,1,4,1,0,0,1,0
5233,731,4,88826.07,1,1,1,33759.41,1,3,0,1,0,1,0
5234,678,1,143443.61,1,1,0,196622.28,1,5,1,0,0,1,0
5236,701,2,0.0,2,1,0,176943.59,0,6,1,0,0,0,1
5237,554,8,149134.46,1,1,1,177966.24,0,4,0,0,1,0,1
5238,723,3,124119.54,1,1,0,162198.32,0,4,1,0,0,0,1
5239,766,3,116822.7,1,0,0,197643.24,0,6,0,1,0,0,1
5240,597,1,103219.47,1,1,0,60420.07,0,2,1,0,0,1,0
5241,574,1,0.0,2,0,0,70550.0,0,2,1,0,0,0,1
5242,655,0,81954.6,1,1,1,198798.44,1,5,0,1,0,1,0
5243,780,10,95196.26,1,1,0,126310.39,1,6,0,1,0,1,0
5244,672,5,0.0,2,1,1,64515.5,0,5,0,0,1,0,1
5245,717,7,0.0,2,1,1,158580.05,0,4,1,0,0,0,1
5246,521,2,136555.01,2,1,1,129353.21,0,6,1,0,0,1,0
5247,633,5,0.0,1,1,1,137273.97,0,7,1,0,0,0,1
5248,669,3,119452.03,1,1,1,171575.54,0,4,1,0,0,0,1
5249,740,9,0.0,1,0,1,96528.0,1,6,1,0,0,0,1
5250,462,9,69881.09,2,0,1,64421.02,0,4,0,1,0,1,0
5251,619,5,0.0,2,1,1,158444.61,0,4,1,0,0,0,1
5252,665,7,0.0,2,1,1,66548.58,0,6,1,0,0,1,0
5253,655,9,0.0,2,0,0,108008.05,0,7,0,0,1,1,0
5254,463,8,204223.03,1,1,0,128268.39,0,3,0,0,1,0,1
5256,713,1,163760.82,1,0,0,157381.14,1,5,0,0,1,1,0
5257,807,1,141069.18,3,1,1,194257.11,0,6,0,1,0,1,0
5258,728,1,115934.74,1,1,1,139059.05,0,4,1,0,0,0,1
5259,582,2,151457.88,1,0,1,40893.61,0,4,1,0,0,0,1
5260,704,3,154206.07,2,1,1,40261.49,0,4,0,1,0,1,0
5261,714,9,89928.99,1,1,0,46203.31,0,5,1,0,0,1,0
5262,628,8,89182.09,1,1,1,13126.9,0,4,1,0,0,0,1
5263,809,1,79706.25,2,1,0,165675.01,0,4,0,1,0,0,1
5264,547,5,0.0,3,0,0,5459.07,1,7,0,0,1,1,0
5265,560,5,0.0,2,1,0,131919.48,0,4,1,0,0,1,0
5266,811,7,117799.28,1,1,1,182372.35,0,6,1,0,0,0,1
5267,584,4,0.0,2,1,0,147600.54,0,5,1,0,0,0,1
5268,691,1,0.0,2,0,0,92865.41,0,4,1,0,0,0,1
5269,680,6,146422.22,1,1,0,67142.97,1,3,0,1,0,0,1
5270,588,9,150186.22,2,1,1,65611.01,0,7,0,1,0,0,1
5271,721,6,100275.88,1,1,0,138564.48,1,4,0,1,0,0,1
5272,850,6,0.0,1,1,0,187391.02,1,5,1,0,0,0,1
5273,529,9,147493.89,1,1,0,33656.35,0,2,1,0,0,0,1
5274,622,8,0.0,2,1,0,100618.17,0,4,1,0,0,0,1
5275,683,8,0.0,2,0,1,198134.9,0,8,1,0,0,1,0
5276,575,4,121823.4,2,1,1,50368.87,0,4,1,0,0,0,1
5277,577,1,0.0,2,1,1,108787.0,0,5,0,0,1,1,0
5278,510,0,113688.63,1,1,0,33099.41,1,4,0,1,0,0,1
5279,652,7,100471.34,1,1,1,124550.88,0,7,0,0,1,1,0
5280,569,3,100032.52,1,1,0,5159.21,1,4,0,1,0,1,0
5281,687,3,0.0,2,0,0,48228.1,0,5,0,0,1,0,1
5282,822,8,116358.0,1,1,0,108798.36,0,4,1,0,0,0,1
5283,656,4,163549.63,1,0,1,21085.12,0,3,0,1,0,1,0
5284,745,3,99183.9,1,1,1,28922.25,0,5,0,1,0,0,1
5285,386,1,131955.07,1,1,1,62514.65,1,4,0,0,1,1,0
5286,684,1,134177.06,1,0,0,177506.66,0,5,0,0,1,1,0
5287,635,1,0.0,2,1,0,90605.05,0,6,0,0,1,1,0
5288,582,2,0.0,2,1,1,132029.95,0,10,1,0,0,0,1
5289,613,5,0.0,1,1,1,176903.35,0,5,0,0,1,0,1
5290,795,9,94348.94,1,1,0,29239.29,1,5,0,1,0,1,0
5291,659,2,155584.21,1,0,1,153662.88,0,4,1,0,0,1,0
5292,745,6,0.0,2,1,0,154389.18,0,8,1,0,0,1,0
5293,604,10,0.0,2,1,1,166224.39,0,8,0,0,1,1,0
5294,509,9,170661.47,1,1,1,21646.2,0,7,0,1,0,0,1
5295,706,6,185544.36,1,1,0,171037.63,0,5,0,1,0,1,0
5296,619,6,52831.13,1,1,1,112649.22,1,4,0,0,1,1,0
5297,572,8,97750.07,3,1,1,193014.26,1,4,0,1,0,0,1
5298,695,6,114007.5,2,1,0,118120.88,0,4,1,0,0,0,1
5300,640,6,84719.13,2,1,1,113048.79,0,4,1,0,0,1,0
5301,672,2,0.0,2,1,0,87372.49,0,6,1,0,0,0,1
5302,701,9,140236.98,1,0,1,146651.99,0,3,1,0,0,0,1
5303,634,9,0.0,2,1,1,8227.91,0,4,0,0,1,0,1
5304,531,6,75302.85,2,0,0,57034.35,0,6,0,0,1,1,0
5305,699,1,0.0,2,1,0,93003.21,0,6,1,0,0,0,1
5306,605,9,104760.82,1,1,1,165574.54,1,3,1,0,0,1,0
5307,534,7,0.0,1,1,0,13566.48,1,5,1,0,0,1,0
5308,449,1,113693.0,1,0,0,82796.29,0,6,0,0,1,1,0
5309,684,5,174180.39,1,1,0,119830.08,0,8,0,0,1,1,0
5310,622,9,115766.26,1,0,0,72155.85,1,4,0,1,0,0,1
5311,714,0,0.0,2,1,0,62762.12,0,5,1,0,0,1,0
5312,712,8,0.0,2,1,0,183235.33,0,6,0,0,1,1,0
5314,743,10,144677.19,3,1,0,22512.44,1,4,0,1,0,0,1
5315,683,5,115350.63,1,1,1,122305.91,0,5,1,0,0,0,1
5316,654,5,105683.63,1,1,0,173617.09,0,5,0,0,1,0,1
5317,700,1,135179.49,1,1,0,160670.37,0,4,1,0,0,0,1
5318,744,0,117551.23,1,1,0,158958.9,0,6,0,0,1,0,1
5319,645,1,157404.02,2,1,0,93073.04,0,3,0,1,0,0,1
5320,525,3,77910.23,1,1,0,67238.01,0,6,0,0,1,0,1
5321,732,0,110942.9,1,0,0,172576.56,0,4,1,0,0,0,1
5322,721,7,0.0,2,1,1,122580.48,0,5,1,0,0,1,0
5323,622,5,179305.09,1,1,1,149043.78,0,5,1,0,0,0,1
5324,654,5,150593.59,2,1,1,105218.45,0,5,0,1,0,0,1
5325,529,0,123815.86,1,1,1,78463.99,1,5,1,0,0,1,0
5326,720,6,0.0,2,1,1,160849.43,1,4,0,0,1,1,0
5327,850,8,69385.17,2,1,0,87834.24,0,5,0,1,0,1,0
5328,667,2,138032.15,1,1,0,166317.71,0,4,0,1,0,0,1
5329,620,3,0.0,2,1,1,137309.06,0,9,1,0,0,0,1
5330,616,9,0.0,1,1,1,166984.44,0,6,1,0,0,0,1
5331,637,2,143500.82,1,1,0,166996.46,1,7,0,1,0,1,0
5332,710,3,119670.18,1,1,0,188022.44,0,5,0,0,1,1,0
5333,717,1,99106.73,1,0,0,194467.23,0,4,0,0,1,0,1
5334,786,2,120135.55,2,1,1,125449.47,0,6,0,1,0,0,1
5335,651,8,0.0,1,1,0,137452.57,0,3,1,0,0,1,0
5336,530,4,120905.03,1,0,1,123475.88,1,5,1,0,0,1,0
5337,815,5,0.0,3,0,0,38941.44,1,5,0,0,1,1,0
5338,715,9,102277.52,1,0,0,177852.57,1,4,0,1,0,1,0
5339,496,4,125292.53,1,1,1,31532.96,1,5,0,1,0,1,0
5340,680,0,0.0,1,1,0,136377.21,0,4,0,0,1,0,1
5341,646,4,101629.3,1,0,0,130541.1,0,3,1,0,0,1,0
5342,807,1,171937.27,1,1,1,65636.92,0,5,0,1,0,0,1
5343,727,7,0.0,2,1,0,193305.35,0,5,1,0,0,0,1
5344,787,5,0.0,2,1,0,47307.9,0,7,1,0,0,0,1
5345,806,6,0.0,2,0,0,100809.99,0,2,1,0,0,0,1
5346,603,1,129743.75,1,1,0,109145.2,0,3,1,0,0,0,1
5347,649,1,0.0,1,0,1,91167.19,1,5,0,0,1,0,1
5348,547,3,151191.31,1,1,0,175295.89,1,4,0,1,0,0,1
5349,684,3,102630.13,2,1,1,127433.47,0,4,0,1,0,0,1
5350,477,9,114023.64,2,1,1,71167.17,1,5,1,0,0,1,0
5351,558,2,124227.14,1,1,1,111184.67,0,2,0,1,0,0,1
5352,695,1,0.0,2,1,1,141756.32,0,5,1,0,0,1,0
5353,592,6,80285.16,1,1,0,72678.75,1,4,0,0,1,0,1
5354,789,4,175477.15,1,1,1,172832.9,0,5,1,0,0,0,1
5355,597,1,132144.35,1,1,0,158086.33,0,2,1,0,0,1,0
5356,839,2,136911.07,1,1,1,168184.62,1,5,0,1,0,0,1
5357,405,5,133299.67,2,1,1,72950.14,0,1,0,1,0,0,1
5358,658,7,0.0,2,1,0,48378.4,0,7,1,0,0,0,1
5359,684,1,117691.0,1,1,1,23135.65,1,5,0,1,0,0,1
5360,633,10,0.0,2,1,0,65675.47,0,4,1,0,0,0,1
5361,589,9,0.0,2,1,0,170676.67,0,4,1,0,0,0,1
5362,750,1,133199.71,2,1,1,27366.77,0,6,0,1,0,1,0
5363,771,5,135506.58,3,1,1,152479.64,1,9,0,0,1,0,1
5364,812,2,127154.14,2,0,1,105383.49,0,7,0,1,0,0,1
5365,539,2,0.0,2,1,1,48189.94,0,5,0,0,1,0,1
5366,670,5,49508.79,3,1,1,100324.01,0,6,0,1,0,1,0
5367,673,5,0.0,1,1,1,65657.29,0,7,1,0,0,0,1
5369,575,8,123925.23,1,0,0,111342.66,1,7,0,0,1,0,1
5370,682,6,0.0,2,0,1,134158.09,1,9,1,0,0,0,1
5371,712,3,153819.58,1,1,0,79176.09,1,8,1,0,0,0,1
5372,598,5,0.0,2,1,1,83103.46,0,6,0,0,1,1,0
5373,776,6,0.0,2,0,1,63908.86,0,3,0,0,1,0,1
5374,606,10,70417.79,1,0,1,90896.04,0,5,0,0,1,1,0
5375,686,7,111484.88,1,1,1,76076.2,0,3,0,0,1,0,1
5376,850,1,146343.98,1,0,1,103902.11,0,6,0,0,1,0,1
5378,606,2,130274.26,2,1,0,147533.09,0,4,0,1,0,0,1
5379,627,7,98993.02,1,1,1,169156.64,0,7,1,0,0,1,0
5380,850,0,0.0,2,1,0,141242.57,0,3,0,0,1,0,1
5381,850,9,141827.33,2,1,1,149458.73,0,3,0,1,0,0,1
5382,724,6,110054.45,1,1,1,86950.72,0,6,1,0,0,1,0
5383,579,4,0.0,2,1,1,176925.69,0,5,1,0,0,0,1
5384,727,1,0.0,1,1,0,40357.39,0,6,0,0,1,0,1
5385,813,6,98088.09,1,0,1,26687.22,1,4,0,1,0,1,0
5386,642,9,118317.27,4,0,0,78702.98,1,6,1,0,0,0,1
5387,669,10,0.0,2,1,0,176163.74,0,5,0,0,1,0,1
5388,574,1,99774.5,1,0,0,4896.11,1,6,0,1,0,0,1
5389,774,4,0.0,2,0,0,114899.13,0,6,1,0,0,1,0
5390,735,1,0.0,3,0,0,92220.12,1,9,1,0,0,1,0
5391,639,8,133806.54,2,1,0,6251.3,0,4,0,0,1,1,0
5392,738,2,0.0,2,1,0,43018.82,1,3,0,0,1,0,1
5393,835,8,124993.29,2,1,1,27548.06,0,6,1,0,0,0,1
5394,637,0,157622.58,1,1,1,120454.2,0,3,0,0,1,1,0
5395,589,5,126111.61,1,0,1,133961.19,0,5,0,1,0,0,1
5396,591,9,161651.37,2,1,1,131753.97,0,5,1,0,0,0,1
5397,723,7,142856.95,2,0,0,38019.74,0,6,1,0,0,1,0
5398,831,3,111100.98,1,1,1,28144.07,1,3,0,1,0,0,1
5399,733,8,102918.38,1,1,1,45959.86,0,5,0,0,1,0,1
5400,731,5,0.0,2,1,0,189528.72,0,3,1,0,0,1,0
5401,654,10,0.0,2,1,0,170481.98,0,4,1,0,0,0,1
5402,828,4,0.0,2,1,0,94845.45,0,3,1,0,0,0,1
5403,590,7,125265.61,1,1,1,161253.08,0,5,0,0,1,0,1
5404,657,4,82500.28,1,1,1,115260.72,0,10,1,0,0,0,1
5406,516,6,109387.33,1,0,0,121365.45,0,6,1,0,0,1,0
5407,561,1,100443.36,2,0,1,101693.73,0,6,1,0,0,0,1
5408,682,0,83102.72,2,1,1,54132.93,0,5,0,0,1,1,0
5409,575,7,0.0,1,1,1,10666.05,0,5,0,0,1,0,1
5410,623,4,0.0,2,1,0,41227.67,0,6,1,0,0,1,0
5411,642,7,0.0,2,1,0,10712.82,0,4,1,0,0,1,0
5412,779,2,115290.27,1,0,0,98912.69,1,1,1,0,0,1,0
5413,671,6,0.0,2,1,0,197202.48,0,4,1,0,0,1,0
5414,495,1,140197.71,2,1,0,150720.39,0,3,1,0,0,1,0
5415,850,1,105245.34,1,0,1,74780.13,0,5,1,0,0,1,0
5416,630,8,0.0,2,0,1,79377.45,0,10,1,0,0,0,1
5417,588,1,0.0,2,1,1,8763.87,0,3,1,0,0,0,1
5418,562,3,142296.13,1,0,1,177112.7,0,6,0,1,0,0,1
5419,740,4,99097.33,1,1,1,85016.64,1,6,0,0,1,1,0
5420,695,5,171069.39,2,1,1,88689.4,0,3,1,0,0,0,1
5421,589,7,0.0,2,0,0,95985.64,0,3,1,0,0,1,0
5422,607,1,102523.88,1,1,1,166792.71,0,6,1,0,0,1,0
5423,794,6,0.0,2,1,1,68730.91,0,8,1,0,0,0,1
5424,580,9,143391.07,1,0,0,146891.07,1,3,0,1,0,0,1
5425,644,8,106022.73,2,0,0,148727.42,0,5,0,1,0,1,0
5426,636,1,0.0,1,1,0,43134.58,0,5,0,0,1,1,0
5427,599,3,128960.21,2,1,1,40318.33,0,4,0,1,0,0,1
5428,507,2,0.0,2,1,0,97633.93,0,9,1,0,0,1,0
5429,682,7,0.0,2,1,0,65069.03,0,4,1,0,0,1,0
5430,714,7,0.0,2,1,0,166335.0,0,6,1,0,0,1,0
5431,696,8,126442.59,1,1,0,121904.44,0,4,1,0,0,1,0
5432,599,0,0.0,1,1,1,175235.99,0,4,0,0,1,0,1
5433,577,2,127261.35,1,1,0,56185.05,0,3,1,0,0,0,1
5434,733,5,0.0,2,1,0,131625.14,0,4,0,0,1,1,0
5435,647,4,0.0,1,1,0,152323.04,0,3,1,0,0,1,0
5436,831,2,0.0,2,0,0,165840.94,0,3,1,0,0,1,0
5437,543,6,73481.05,1,1,1,176692.65,0,3,0,1,0,0,1
5438,679,7,160515.37,1,1,0,121904.14,0,4,1,0,0,0,1
5439,713,4,149525.34,2,1,0,123663.63,0,4,0,1,0,1,0
5440,690,2,166522.78,1,0,0,119644.59,1,4,0,1,0,0,1
5441,751,1,135536.5,1,1,0,66825.33,0,3,1,0,0,0,1
5442,613,10,120481.69,1,0,0,94875.03,1,5,0,1,0,1,0
5443,701,1,103421.32,1,0,1,76304.73,0,3,0,0,1,0,1
5444,698,5,135658.73,2,0,1,39755.0,0,10,1,0,0,0,1
5445,451,2,0.0,2,1,1,180142.42,0,2,1,0,0,1,0
5446,665,8,191402.82,2,1,0,83238.4,0,7,1,0,0,0,1
5447,726,9,94504.35,1,0,1,5078.9,0,7,0,1,0,0,1
5448,608,5,126147.84,1,0,1,132424.69,1,5,0,1,0,1,0
