,CreditScore,Geography,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,bin_age,gender_0,gender_1
4712,717,France,36,2,99472.76,2,1,0,94274.72,1,2,1,0
4713,682,Spain,50,10,128039.01,1,1,1,102260.16,0,3,1,0
4714,515,France,33,2,0.0,2,1,1,136028.97,0,2,0,1
4715,526,Spain,33,8,114634.63,2,1,0,110114.38,1,2,1,0
4716,702,France,26,5,56738.47,2,1,1,100442.22,1,1,0,1
4717,651,Germany,34,2,90355.12,2,0,0,193597.94,0,2,0,1
4718,792,Germany,36,5,115725.24,2,0,0,1871.25,0,2,0,1
4719,817,Germany,58,3,114327.59,2,1,1,42831.11,0,4,0,1
4720,674,Germany,36,6,100762.64,1,1,0,182156.86,0,2,1,0
4721,641,France,40,9,0.0,1,0,0,151648.66,1,2,1,0
4722,513,Spain,39,7,89039.9,2,1,1,146738.83,0,2,0,1
4723,561,France,34,1,78829.53,1,1,1,12148.2,0,2,0,1
4724,627,Germany,30,6,112372.96,1,1,1,118029.09,0,1,0,1
4725,683,France,29,0,157829.12,1,0,0,129891.66,0,1,1,0
4726,420,Germany,31,1,108377.75,2,1,1,9904.63,0,2,1,0
4727,670,France,54,2,95507.12,1,1,1,63213.31,0,4,1,0
4728,505,Germany,43,6,127146.68,1,0,0,137565.87,0,3,0,1
4729,580,Germany,24,1,133811.78,1,1,0,17185.95,1,1,0,1
4730,577,France,36,3,121092.47,2,0,1,143783.46,0,2,0,1
4731,773,Germany,34,10,126979.75,1,0,0,36823.28,0,2,0,1
4732,616,France,37,5,144235.73,2,0,0,154957.66,1,2,0,1
4733,763,France,38,0,152582.2,2,0,0,31892.82,0,2,1,0
4734,640,Spain,43,9,172478.15,1,1,0,191084.4,1,3,0,1
4735,592,France,36,1,126477.42,1,0,0,179718.17,0,2,0,1
4736,528,Spain,43,7,97473.87,2,1,1,159823.16,0,3,0,1
4737,630,France,53,5,138053.67,1,0,1,114110.97,0,4,0,1
4738,529,France,31,2,164003.05,2,1,1,60993.23,0,2,1,0
4739,546,France,47,8,0.0,1,1,1,66408.01,1,3,1,0
4740,772,Spain,39,4,122486.11,2,1,1,140709.25,0,2,1,0
4741,567,France,36,1,0.0,2,0,0,8555.73,0,2,0,1
4742,628,Germany,45,6,53667.44,1,1,0,115022.94,0,3,1,0
4743,658,France,20,7,0.0,2,0,0,187638.34,0,0,0,1
4744,679,Spain,58,9,109327.65,1,1,1,3829.13,0,4,0,1
4745,629,Spain,34,1,121151.05,1,0,0,119357.93,0,2,0,1
4746,731,Spain,42,9,101043.63,1,1,1,192175.52,0,3,0,1
4747,775,Germany,33,3,83501.66,2,1,0,128841.31,0,2,0,1
4748,660,Spain,33,2,80462.24,1,0,0,150422.35,0,2,0,1
4749,752,France,39,3,0.0,1,1,0,188187.05,0,2,0,1
4750,655,France,37,6,109093.41,2,1,0,1775.52,0,2,0,1
4751,543,Spain,46,5,140355.6,1,1,1,85086.78,0,3,1,0
4752,811,France,42,10,0.0,2,1,1,3797.79,0,3,0,1
4753,689,Germany,45,0,130170.82,2,1,0,150856.38,0,3,0,1
4754,531,France,42,2,0.0,2,0,1,90537.47,0,3,1,0
4755,515,France,40,0,109542.29,1,1,1,166370.81,0,2,0,1
4756,466,France,41,3,33563.95,2,1,0,178994.13,1,3,1,0
4757,782,France,36,1,148795.17,2,1,1,195681.43,0,2,0,1
4758,621,Germany,40,8,174126.75,3,1,0,172490.78,1,2,0,1
4759,604,Spain,41,3,0.0,1,0,0,11819.84,0,3,0,1
4760,655,Spain,35,1,106405.03,1,1,1,82900.25,0,2,1,0
4761,689,Spain,38,2,0.0,1,1,1,82709.8,0,2,0,1
4762,681,Spain,30,2,128393.29,1,1,1,180593.45,0,1,0,1
4763,643,Germany,41,2,127841.52,1,1,0,172363.41,0,3,0,1
4764,617,France,24,4,137295.19,2,1,1,91195.12,0,1,1,0
4765,638,Spain,55,2,155828.22,1,0,1,108987.25,1,4,1,0
4766,743,France,39,6,0.0,2,1,0,44265.28,0,2,0,1
4767,828,Germany,25,7,144351.86,1,1,0,116613.26,0,1,1,0
4768,776,Spain,35,8,106365.29,1,1,1,148527.56,0,2,0,1
4769,540,Germany,35,7,127801.88,1,0,1,84239.46,0,2,0,1
4770,616,Germany,45,4,122793.96,1,1,1,62002.04,0,3,1,0
4771,628,Germany,38,10,113525.84,1,1,0,46044.48,1,2,0,1
4772,667,Spain,23,6,136100.69,2,0,0,169669.33,1,1,1,0
4773,615,France,30,7,0.0,2,1,1,156346.84,0,1,0,1
4774,543,France,30,4,140916.81,1,1,0,157711.18,0,1,0,1
4775,553,France,31,4,0.0,2,1,1,89087.4,0,2,1,0
4776,554,Germany,26,4,121365.39,1,1,1,8742.36,0,1,0,1
4777,684,Spain,36,4,0.0,1,1,0,117038.96,0,2,1,0
4778,452,France,35,7,0.0,2,1,0,164241.67,0,2,1,0
4779,606,France,47,3,93578.68,2,0,1,137720.56,1,3,0,1
4780,629,France,40,9,0.0,1,1,0,106.67,0,2,0,1
4781,659,Spain,33,8,115409.6,1,0,1,1539.21,0,2,1,0
4782,493,France,33,8,90791.69,1,1,1,59659.53,0,2,1,0
4783,554,France,44,6,92436.86,1,1,0,126033.9,0,3,1,0
4784,796,Germany,52,9,167194.36,1,1,1,62808.93,1,4,1,0
4785,807,France,36,4,0.0,2,0,1,147007.33,0,2,1,0
4786,500,Germany,44,9,160838.13,2,1,0,196261.64,0,3,0,1
4787,722,Spain,43,1,0.0,1,1,0,44560.17,1,3,0,1
4788,559,Spain,40,7,144470.77,1,1,1,18917.95,0,2,1,0
4789,584,Spain,38,3,0.0,2,1,1,4525.4,0,2,1,0
4790,754,Spain,35,4,0.0,2,1,1,9658.41,0,2,0,1
4791,590,France,43,7,81076.8,2,1,1,182627.25,1,3,0,1
4792,740,France,36,7,0.0,1,1,1,13177.4,0,2,0,1
4793,502,Germany,57,3,101465.31,1,1,0,43568.31,1,4,1,0
4794,733,France,48,5,0.0,1,0,1,117830.57,0,3,0,1
4795,755,Germany,37,0,113865.23,2,1,1,117396.25,0,2,1,0
4796,554,Spain,46,7,87603.35,3,0,1,96929.24,1,3,1,0
4797,534,France,36,4,120037.96,1,1,0,36275.94,0,2,0,1
4798,656,Spain,33,4,0.0,2,1,0,116706.0,0,2,0,1
4799,575,Germany,49,7,121205.15,4,1,1,168080.53,1,3,0,1
4800,480,Spain,47,8,75408.33,1,1,0,25887.89,1,3,0,1
4801,575,France,40,5,0.0,2,1,1,122488.59,0,2,0,1
4802,672,France,40,3,0.0,1,1,0,113171.61,1,2,1,0
4803,758,Spain,35,5,0.0,2,0,0,100365.51,0,2,1,0
4804,682,France,50,6,121818.84,2,0,1,124151.37,0,3,0,1
4805,501,France,29,8,0.0,2,1,0,112664.24,0,1,1,0
4806,746,Germany,34,6,141806.0,2,1,1,183494.87,0,2,0,1
4807,556,France,51,8,61354.14,1,1,0,198810.65,1,4,1,0
4808,823,Germany,53,4,124954.94,1,0,1,131259.6,1,4,1,0
4809,638,France,29,9,103417.74,1,1,1,15336.4,0,1,1,0
4810,734,France,45,2,0.0,2,1,0,99593.28,0,3,0,1
4811,555,France,40,10,43028.77,1,1,0,170514.21,0,2,0,1
4812,745,Germany,44,0,119638.21,1,1,1,34265.08,1,3,1,0
4813,728,France,37,3,122689.51,2,0,0,106977.53,1,2,0,1
4814,626,France,44,10,0.0,2,0,0,164287.86,0,3,0,1
4815,681,Germany,37,8,73179.34,2,1,1,25292.53,0,2,0,1
4816,478,France,38,4,171913.87,1,1,0,51820.87,1,2,1,0
4817,709,France,38,5,0.0,2,1,1,81452.29,0,2,0,1
4818,562,Germany,33,8,92659.2,2,1,0,1354.25,0,2,0,1
4819,769,Germany,34,7,137239.17,1,1,1,71379.92,1,2,1,0
4820,684,Germany,46,3,102955.14,2,1,0,154137.33,0,3,1,0
4821,536,France,61,8,65190.29,1,1,1,64308.49,1,5,1,0
4822,631,Germany,29,2,96863.52,2,1,1,31613.35,0,1,1,0
4823,657,Spain,34,5,154983.98,1,1,0,27738.01,0,2,0,1
4824,699,Germany,59,3,106819.65,1,0,1,163570.25,0,4,0,1
4825,606,Spain,38,7,128578.52,1,1,1,193878.51,0,2,0,1
4826,660,France,38,5,110570.78,2,1,0,195906.59,0,2,1,0
4827,829,Spain,50,7,0.0,2,0,1,178458.86,0,3,0,1
4828,567,Spain,29,8,0.0,2,1,0,156125.72,0,1,0,1
4829,850,France,33,3,0.0,2,1,1,11159.19,0,2,1,0
4830,712,Spain,44,2,0.0,2,0,0,45738.94,0,3,1,0
4831,562,France,30,3,111099.79,2,0,0,140650.19,0,1,0,1
4832,755,France,29,3,0.0,3,1,0,4733.94,0,1,1,0
4833,793,Spain,25,3,100913.57,1,0,0,10579.72,0,1,0,1
4834,471,Spain,26,8,0.0,2,1,1,179655.87,0,1,0,1
4835,707,France,42,2,16893.59,1,1,1,77502.56,0,3,0,1
4836,784,Spain,38,10,122267.85,1,0,0,145759.93,0,2,0,1
4837,703,France,32,1,125685.79,1,1,1,56246.72,0,2,0,1
4838,704,Spain,36,8,127397.34,1,1,0,151335.24,0,2,0,1
4839,662,France,38,0,105271.56,1,0,1,179833.45,0,2,0,1
4840,636,Germany,28,2,115265.14,1,0,0,191627.85,0,1,1,0
4841,640,Spain,36,4,0.0,1,0,0,173016.46,0,2,0,1
4842,739,Spain,31,1,0.0,2,1,1,58469.75,0,2,0,1
4843,767,Germany,23,2,139542.82,1,0,1,28038.28,0,1,0,1
4844,753,Germany,46,3,111512.75,3,1,0,159576.75,1,3,1,0
4845,714,France,37,9,148466.93,2,0,1,151280.96,0,2,0,1
4846,707,France,29,4,0.0,2,1,0,139953.94,0,1,0,1
4847,577,France,35,4,108155.49,1,1,0,105407.79,0,2,1,0
4848,633,France,42,1,0.0,2,1,0,56865.62,0,3,1,0
4849,849,Germany,41,10,84622.13,1,1,1,198072.16,0,3,0,1
4850,614,Spain,41,7,146997.64,2,0,0,137791.18,0,3,1,0
4851,558,France,47,9,0.0,2,1,0,103787.28,0,3,1,0
4852,832,France,27,10,98590.25,1,1,0,30912.89,0,1,1,0
4853,567,France,26,2,0.0,2,1,1,78651.55,0,1,1,0
4854,587,Germany,45,8,134980.74,1,1,1,123309.57,1,3,1,0
4855,655,Spain,29,9,0.0,2,0,1,85736.26,0,1,1,0
4856,641,France,42,6,0.0,2,0,0,121138.77,0,3,1,0
4857,676,France,35,5,106836.67,2,1,0,84199.78,0,2,0,1
4858,472,France,29,8,102490.27,1,0,1,181224.56,0,1,0,1
4859,644,Germany,34,9,112746.54,2,0,0,141230.07,0,2,0,1
4860,598,France,38,0,125487.89,1,0,0,158111.71,0,2,0,1
4861,792,Spain,25,8,142862.21,1,1,1,130639.01,0,1,0,1
4862,700,France,37,7,0.0,2,1,0,17040.82,0,2,1,0
4863,616,France,34,10,0.0,2,1,0,25662.27,0,2,0,1
4864,743,Spain,35,6,79388.33,1,1,1,193360.69,0,2,0,1
4865,427,France,37,5,0.0,2,1,1,121485.1,0,2,0,1
4866,731,France,29,10,0.0,2,1,1,162452.65,0,1,0,1
4867,610,France,31,6,107784.65,1,1,1,141137.53,0,2,1,0
4868,724,Spain,41,4,142880.28,3,0,0,185541.2,1,3,1,0
4869,653,Spain,38,9,149571.94,1,1,0,118383.18,0,2,1,0
4870,774,France,49,1,142767.39,1,1,1,8214.41,0,3,0,1
4871,547,Germany,49,8,121537.71,2,1,0,46521.45,1,3,0,1
4872,719,Spain,50,2,0.0,2,0,0,10772.13,0,3,0,1
4873,740,Spain,43,9,0.0,1,1,0,199290.68,1,3,0,1
4874,543,France,42,4,89838.71,3,1,0,85983.54,1,3,0,1
4875,688,Germany,45,9,103399.87,1,0,0,129870.93,0,3,0,1
4876,474,France,30,9,0.0,2,0,0,63158.22,0,1,1,0
4877,505,Germany,43,5,136855.94,2,1,0,171070.52,0,3,0,1
4878,688,France,39,0,0.0,2,1,0,53222.15,1,2,1,0
4879,650,Germany,55,2,140891.46,3,1,1,179834.45,1,4,1,0
4880,610,France,37,0,0.0,1,1,0,114514.64,0,2,0,1
4881,705,Spain,46,5,89364.91,1,0,1,139162.15,0,3,1,0
4882,669,France,29,7,146011.4,1,0,0,50249.16,0,1,1,0
4883,650,Spain,20,8,0.0,2,1,1,113469.65,0,0,0,1
4884,550,Germany,29,9,145294.08,2,1,0,147484.13,0,1,0,1
4885,595,Germany,45,9,106000.12,1,0,0,191448.96,1,3,1,0
4886,572,Spain,26,5,0.0,2,1,0,119381.41,0,1,1,0
4887,622,Spain,58,2,0.0,2,1,1,33277.31,0,4,1,0
4888,662,Spain,20,9,104508.77,2,0,0,73107.53,0,0,0,1
4889,783,Germany,58,3,127539.3,1,1,1,96590.39,1,4,1,0
4890,714,Spain,44,7,0.0,1,0,1,6923.11,0,3,0,1
4891,671,Germany,51,3,96891.46,1,1,0,176403.33,1,4,0,1
4892,600,France,32,1,78535.25,1,1,0,64349.6,0,2,1,0
4893,847,Spain,37,9,112712.17,1,1,0,116097.26,0,2,1,0
4894,650,Spain,55,9,119618.42,1,1,1,29861.13,0,4,0,1
4895,710,Spain,28,6,0.0,1,1,0,48426.98,0,1,1,0
4896,682,France,33,8,74963.5,1,1,1,32770.56,0,2,1,0
4897,642,France,26,1,138023.79,2,0,1,117060.2,0,1,0,1
4898,536,Spain,28,4,0.0,1,1,1,136197.65,0,1,1,0
4899,754,France,47,1,185513.67,1,1,0,27438.83,0,3,1,0
4900,678,France,60,8,185648.56,1,0,0,192156.54,1,4,0,1
4901,533,Germany,49,1,102286.6,3,1,0,69409.37,1,3,1,0
4902,741,Germany,38,4,128015.83,1,1,0,58440.43,0,2,0,1
4903,757,France,31,10,39539.39,2,0,0,192519.39,0,2,0,1
4904,721,France,40,3,0.0,1,1,1,144874.67,0,2,0,1
4905,700,France,37,3,77608.46,2,1,1,175373.46,0,2,0,1
4906,663,France,26,5,141462.13,1,1,0,440.2,0,1,0,1
4907,677,Spain,35,0,0.0,2,0,0,76637.38,0,2,1,0
4908,655,France,27,2,131691.33,1,1,0,49480.66,0,1,0,1
4909,832,Spain,29,8,93833.86,1,0,1,10417.87,0,1,0,1
4910,721,Spain,46,7,137933.39,1,1,1,67976.57,0,3,1,0
4911,542,Spain,54,8,105770.14,1,0,1,140929.98,1,4,0,1
4912,654,Spain,54,5,0.0,2,0,1,47139.06,0,4,1,0
4913,821,Spain,38,8,0.0,2,0,1,126241.4,1,2,1,0
4914,508,France,38,3,166328.65,2,0,1,22614.19,0,2,1,0
4915,588,Germany,42,2,164307.77,1,1,0,48498.19,0,3,1,0
4916,691,Germany,38,9,163965.69,2,0,1,103511.26,0,2,0,1
4917,664,France,40,7,125608.72,1,1,0,122073.48,0,2,0,1
4918,479,Spain,37,6,118433.94,1,0,1,160060.9,0,2,0,1
4919,850,France,55,10,98488.08,1,1,0,155879.57,1,4,1,0
4920,518,France,40,4,0.0,2,0,1,194416.58,0,2,0,1
4921,698,France,51,6,144237.91,4,1,0,157143.61,1,4,1,0
4922,850,France,34,6,0.0,1,0,1,52796.31,0,2,0,1
4923,700,Spain,47,4,0.0,1,1,0,121798.52,1,3,0,1
4924,626,France,29,4,105767.28,2,0,0,41104.82,0,1,1,0
4925,774,Spain,32,9,0.0,2,1,0,10604.48,0,2,0,1
4926,719,Spain,48,5,0.0,2,0,0,78563.66,0,3,1,0
4927,646,Spain,31,2,0.0,1,1,1,170821.43,1,2,0,1
4928,485,France,25,3,134467.26,1,1,1,113266.09,0,1,1,0
4929,784,Germany,38,1,138515.02,1,1,1,171768.76,0,2,0,1
4930,850,Germany,32,2,128647.98,2,0,0,54416.18,0,2,0,1
4931,669,France,38,9,121858.98,1,1,0,130755.34,0,2,1,0
4932,721,France,49,1,120108.56,1,0,1,183421.76,0,3,1,0
4933,515,France,37,0,196853.62,1,1,1,132770.11,0,2,1,0
4934,774,France,35,3,121418.62,1,1,1,24400.37,0,2,1,0
4935,585,Spain,36,10,0.0,2,1,1,180318.6,0,2,0,1
4936,695,France,29,9,0.0,2,1,0,111565.45,0,1,1,0
4937,729,Germany,42,4,97495.8,2,0,0,2002.5,0,3,1,0
4938,713,France,42,3,0.0,2,0,0,82565.01,0,3,1,0
4939,555,Spain,33,5,127343.4,1,0,1,121789.3,0,2,0,1
4940,699,Spain,50,0,158633.61,1,1,0,193785.87,0,3,1,0
4941,587,France,55,9,0.0,1,1,0,64593.07,0,4,0,1
4942,510,France,44,6,0.0,2,1,1,175518.31,0,3,0,1
4943,842,Spain,46,9,0.0,1,0,0,17268.02,0,3,0,1
4944,608,France,31,7,79962.92,2,1,0,60901.72,0,2,0,1
4945,850,France,36,10,0.0,2,1,1,100750.03,0,2,1,0
4946,642,France,36,4,0.0,2,1,1,195224.91,0,2,0,1
4947,850,France,33,7,140956.99,1,0,0,3510.18,0,2,0,1
4948,455,Spain,43,6,0.0,1,1,1,81250.79,0,3,1,0
4949,726,France,29,7,0.0,2,1,1,91844.14,1,1,0,1
4950,544,Spain,30,8,145241.63,1,1,1,80676.83,0,1,0,1
4951,651,Germany,31,7,138008.06,2,1,0,129912.74,0,2,0,1
4952,814,France,31,4,0.0,2,1,1,142029.17,0,2,1,0
4953,537,France,39,2,0.0,2,1,1,137651.6,0,2,0,1
4954,553,France,37,2,0.0,2,1,0,33877.29,0,2,0,1
4955,800,Spain,38,9,0.0,1,1,0,78744.39,0,2,0,1
4956,791,France,34,7,0.0,2,1,0,96734.46,0,2,0,1
4957,699,Spain,29,9,127570.93,2,1,0,164756.81,0,1,1,0
4958,756,France,28,6,0.0,1,1,1,164394.65,0,1,1,0
4959,591,Spain,27,5,107812.67,1,0,1,162501.83,1,1,1,0
4960,850,Germany,22,7,91560.58,2,0,0,10541.38,0,1,0,1
4961,760,Germany,34,6,121303.77,2,1,1,59325.21,0,2,0,1
4962,569,Spain,43,8,161546.68,2,0,1,178187.28,0,3,0,1
4963,661,Spain,35,5,128415.45,1,1,0,142626.49,0,2,1,0
4964,670,France,31,2,57530.06,1,1,1,181893.31,1,2,1,0
4965,694,France,38,1,0.0,2,0,1,156858.2,0,2,0,1
4966,728,France,28,4,142243.54,2,1,0,33074.51,0,1,1,0
4967,764,Germany,39,9,138341.51,1,1,0,50072.94,1,2,1,0
4968,639,France,32,9,0.0,2,1,0,111340.36,0,2,0,1
4969,683,France,30,2,0.0,2,0,1,100496.84,1,1,1,0
4970,663,Spain,30,4,0.0,3,1,0,101371.05,0,1,0,1
4971,826,Spain,41,5,146466.46,2,0,0,180934.67,0,3,0,1
4972,735,Spain,36,5,0.0,2,1,0,105152.17,0,2,0,1
4973,682,France,58,1,0.0,1,1,1,706.5,0,4,1,0
4974,663,France,39,8,0.0,2,1,1,101168.9,0,2,1,0
4975,562,Spain,29,9,120307.58,1,1,1,6795.61,0,1,1,0
4976,696,France,27,4,87637.26,2,0,0,196111.35,0,1,0,1
4977,850,Spain,38,2,94652.04,1,1,1,171960.76,0,2,0,1
4978,719,France,22,7,114415.84,1,1,1,177497.4,0,1,1,0
4979,604,France,40,1,84315.02,1,0,0,36209.1,0,2,0,1
4980,782,Spain,27,3,0.0,2,1,0,143614.01,0,1,1,0
4981,512,Germany,42,9,93955.83,2,1,0,14828.54,0,3,0,1
4982,569,France,36,1,67087.69,1,1,0,154775.7,0,2,0,1
4983,597,Germany,22,6,101528.61,1,1,0,70529.0,1,1,1,0
4984,753,Germany,30,1,110824.52,1,1,1,57896.27,0,1,0,1
4985,430,France,33,8,0.0,1,1,1,69759.91,0,2,1,0
4986,756,France,28,8,179960.2,1,1,0,89938.08,0,1,0,1
4987,493,France,38,3,134006.77,1,1,0,89578.32,0,2,0,1
4988,777,Germany,37,10,121532.17,2,1,1,73464.88,0,2,1,0
4989,779,Spain,38,7,0.0,2,1,1,138542.87,0,2,1,0
4990,702,Spain,38,2,0.0,1,1,1,161888.63,0,2,1,0
4991,551,France,35,7,129717.3,2,0,0,86937.2,0,2,0,1
4992,749,Germany,22,4,94762.16,2,1,1,42241.54,0,1,0,1
4993,742,Germany,55,5,155196.17,1,0,1,121207.66,1,4,0,1
4994,752,Germany,29,4,129514.99,1,1,1,102930.46,0,1,0,1
4995,740,Germany,57,3,113386.36,2,1,1,65121.63,1,4,1,0
4996,576,France,24,3,0.0,1,0,1,78498.04,1,1,0,1
4997,637,Spain,43,3,172196.23,1,1,1,104769.96,0,3,0,1
4998,724,France,28,5,97612.12,1,1,1,96498.14,0,1,0,1
4999,685,France,20,4,104719.94,2,1,0,38691.34,0,0,0,1
5000,625,France,38,7,0.0,1,1,0,164804.02,0,2,1,0
5001,571,Germany,37,9,139592.98,3,1,0,104152.65,1,2,0,1
5002,584,Spain,29,4,0.0,2,1,0,88866.92,0,1,1,0
5003,550,France,22,7,139096.85,1,1,0,129890.94,0,1,1,0
5004,803,Spain,43,3,0.0,1,1,0,72051.44,0,3,0,1
5005,481,Spain,39,1,111233.09,1,1,1,123995.15,0,2,0,1
5006,701,France,23,3,0.0,2,1,0,38960.59,0,1,0,1
5007,751,France,29,10,147737.63,1,0,1,94951.27,0,1,0,1
5008,675,France,35,8,0.0,2,1,1,56642.97,0,2,0,1
5009,733,Germany,40,5,125725.02,2,1,1,50783.1,0,2,0,1
5010,822,France,38,6,128289.7,3,1,0,9149.96,1,2,0,1
5011,559,France,46,5,0.0,1,1,0,21006.1,1,3,1,0
5012,731,Germany,49,4,88826.07,1,1,1,33759.41,1,3,1,0
5013,678,France,41,1,143443.61,1,1,0,196622.28,1,3,1,0
5014,701,France,29,2,0.0,2,1,0,176943.59,0,1,0,1
5015,554,Spain,26,8,149134.46,1,1,1,177966.24,0,1,0,1
5016,723,France,30,3,124119.54,1,1,0,162198.32,0,1,0,1
5017,766,Germany,44,3,116822.7,1,0,0,197643.24,0,3,0,1
5018,597,France,24,1,103219.47,1,1,0,60420.07,0,1,1,0
5019,574,France,41,1,0.0,2,0,0,70550.0,0,3,0,1
5020,655,Germany,40,0,81954.6,1,1,1,198798.44,1,2,1,0
5021,780,Germany,37,10,95196.26,1,1,0,126310.39,1,2,1,0
5022,672,Spain,43,5,0.0,2,1,1,64515.5,0,3,0,1
5023,717,France,38,7,0.0,2,1,1,158580.05,0,2,0,1
5024,521,France,32,2,136555.01,2,1,1,129353.21,0,2,1,0
5025,633,France,59,5,0.0,1,1,1,137273.97,0,4,0,1
5026,669,France,39,3,119452.03,1,1,1,171575.54,0,2,0,1
5027,740,France,44,9,0.0,1,0,1,96528.0,1,3,0,1
5028,462,Germany,24,9,69881.09,2,0,1,64421.02,0,1,1,0
5029,619,France,39,5,0.0,2,1,1,158444.61,0,2,0,1
5030,665,France,44,7,0.0,2,1,1,66548.58,0,3,1,0
5031,655,Spain,27,9,0.0,2,0,0,108008.05,0,1,1,0
5032,463,Spain,20,8,204223.03,1,1,0,128268.39,0,0,0,1
5033,713,Spain,48,1,163760.82,1,0,0,157381.14,1,3,1,0
5034,807,Germany,31,1,141069.18,3,1,1,194257.11,0,2,1,0
5035,728,France,38,1,115934.74,1,1,1,139059.05,0,2,0,1
5036,582,France,52,2,151457.88,1,0,1,40893.61,0,4,0,1
5037,704,Germany,35,3,154206.07,2,1,1,40261.49,0,2,1,0
5038,714,France,26,9,89928.99,1,1,0,46203.31,0,1,1,0
5039,628,France,30,8,89182.09,1,1,1,13126.9,0,1,0,1
5040,809,Germany,41,1,79706.25,2,1,0,165675.01,0,3,0,1
5041,547,Spain,44,5,0.0,3,0,0,5459.07,1,3,1,0
5042,560,France,27,5,0.0,2,1,0,131919.48,0,1,1,0
5043,811,France,31,7,117799.28,1,1,1,182372.35,0,2,0,1
5044,584,France,26,4,0.0,2,1,0,147600.54,0,1,0,1
5045,691,France,28,1,0.0,2,0,0,92865.41,0,1,0,1
5046,680,Germany,34,6,146422.22,1,1,0,67142.97,1,2,0,1
5047,588,Germany,33,9,150186.22,2,1,1,65611.01,0,2,0,1
5048,721,Germany,40,6,100275.88,1,1,0,138564.48,1,2,0,1
5049,850,France,47,6,0.0,1,1,0,187391.02,1,3,0,1
5050,529,France,32,9,147493.89,1,1,0,33656.35,0,2,0,1
5051,622,France,43,8,0.0,2,1,0,100618.17,0,3,0,1
5052,683,France,42,8,0.0,2,0,1,198134.9,0,3,1,0
5053,575,France,29,4,121823.4,2,1,1,50368.87,0,1,0,1
5054,577,Spain,40,1,0.0,2,1,1,108787.0,0,2,1,0
5055,510,Germany,31,0,113688.63,1,1,0,33099.41,1,2,0,1
5056,652,Spain,40,7,100471.34,1,1,1,124550.88,0,2,1,0
5057,569,Germany,28,3,100032.52,1,1,0,5159.21,1,1,1,0
5058,687,Spain,31,3,0.0,2,0,0,48228.1,0,2,0,1
5059,822,France,32,8,116358.0,1,1,0,108798.36,0,2,0,1
5060,656,Germany,23,4,163549.63,1,0,1,21085.12,0,1,1,0
5061,745,Germany,51,3,99183.9,1,1,1,28922.25,0,4,0,1
5062,386,Spain,53,1,131955.07,1,1,1,62514.65,1,4,1,0
5063,684,Spain,41,1,134177.06,1,0,0,177506.66,0,3,1,0
5064,635,Spain,38,1,0.0,2,1,0,90605.05,0,2,1,0
5065,582,France,30,2,0.0,2,1,1,132029.95,0,1,0,1
5066,613,Spain,19,5,0.0,1,1,1,176903.35,0,0,0,1
5067,795,Germany,56,9,94348.94,1,1,0,29239.29,1,4,1,0
5068,659,France,32,2,155584.21,1,0,1,153662.88,0,2,1,0
5069,745,France,28,6,0.0,2,1,0,154389.18,0,1,1,0
5070,604,Spain,41,10,0.0,2,1,1,166224.39,0,3,1,0
5071,509,Germany,32,9,170661.47,1,1,1,21646.2,0,2,0,1
5072,706,Germany,29,6,185544.36,1,1,0,171037.63,0,1,1,0
5073,619,Spain,44,6,52831.13,1,1,1,112649.22,1,3,1,0
5074,572,Germany,51,8,97750.07,3,1,1,193014.26,1,4,0,1
5075,695,France,36,6,114007.5,2,1,0,118120.88,0,2,0,1
5076,640,France,33,6,84719.13,2,1,1,113048.79,0,2,1,0
5077,672,France,39,2,0.0,2,1,0,87372.49,0,2,0,1
5078,701,France,39,9,140236.98,1,0,1,146651.99,0,2,0,1
5079,634,Spain,25,9,0.0,2,1,1,8227.91,0,1,0,1
5080,531,Spain,42,6,75302.85,2,0,0,57034.35,0,3,1,0
5081,699,France,27,1,0.0,2,1,0,93003.21,0,1,0,1
5082,605,France,51,9,104760.82,1,1,1,165574.54,1,4,1,0
5083,534,France,49,7,0.0,1,1,0,13566.48,1,3,1,0
5084,449,Spain,31,1,113693.0,1,0,0,82796.29,0,2,1,0
5085,684,Spain,36,5,174180.39,1,1,0,119830.08,0,2,1,0
5086,622,Germany,42,9,115766.26,1,0,0,72155.85,1,3,0,1
5087,714,France,40,0,0.0,2,1,0,62762.12,0,2,1,0
5088,712,Spain,48,8,0.0,2,1,0,183235.33,0,3,1,0
5089,743,Germany,45,10,144677.19,3,1,0,22512.44,1,3,0,1
5090,683,France,36,5,115350.63,1,1,1,122305.91,0,2,0,1
5091,654,Spain,40,5,105683.63,1,1,0,173617.09,0,2,0,1
5092,700,France,37,1,135179.49,1,1,0,160670.37,0,2,0,1
5093,744,Spain,31,0,117551.23,1,1,0,158958.9,0,2,0,1
5094,645,Germany,25,1,157404.02,2,1,0,93073.04,0,1,0,1
5095,525,Spain,36,3,77910.23,1,1,0,67238.01,0,2,0,1
5096,732,France,25,0,110942.9,1,0,0,172576.56,0,1,0,1
5097,721,France,40,7,0.0,2,1,1,122580.48,0,2,1,0
5098,622,France,32,5,179305.09,1,1,1,149043.78,0,2,0,1
5099,654,Germany,31,5,150593.59,2,1,1,105218.45,0,2,0,1
5100,529,France,43,0,123815.86,1,1,1,78463.99,1,3,1,0
5101,720,Spain,59,6,0.0,2,1,1,160849.43,1,4,1,0
